lost,found,what,note,lat,lon
2021-09-03T14:48:30+02:00,,1More earbuds,Perse prima,43.83655563000947,7.876703152440373
2021-09-07T22:50:34+02:00,,Jarvis,"Praticamente intorno a lunedì 30 agosto, ma ufficialmente dichiarato come perso adesso. Lutto immenso, mai ho perso qualcosa di così importante. Non è solo una questione di valore affettivo, ma di CONTENUTI che non so quando recupererò.",43.83650772743285,7.876742379747216
2021-12-17T01:18:23+01:00,,1More earbuds,I have been home the whole week. It is unbelievable.,45.43215902400403,12.32394198377914
,2021-12-17T22:06:28+01:00,1More earbuds,,45.4321366329761,12.32384689322132
