when,title,imdb,season,episode,lat,lon,where,notes,favorite
2021-12-31T23:23:08+01:00,Sorry we missed you,tt8359816,,,43.83586,7.87679,torrent,,
2022-01-02T18:13:27+01:00,The Amazing Spider-Man,tt0948470,,,43.83586,7.87679,Stremio,,
2022-01-02T21:12:42+01:00,The Amazing Spider-Man 2,tt1872181,,,43.83586,7.87679,Stremio,,
2022-01-02T23:44:25+01:00,Rent,tt0294870,,,43.83586,7.87679,torrent,,
2022-01-06T15:28:00+01:00,Don’t Look Up,tt11286314,,,43.83586,7.87679,torrent,,
2022-01-06T19:20:31+01:00,Matrix Revolutions,tt0242653,,,43.83586,7.87679,Stremio,,
2022-01-06T21:38:07+01:00,The Misfits,tt4876134,,,43.83586,7.87679,Stremio,,
2022-01-07T00:35:57+01:00,Monster Hunter,tt6475714,,,43.83586,7.87679,torrent,,
2022-01-07T18:07:56+01:00,Aquaman,tt1477834,,,43.83586,7.87679,Stremio,,
2022-01-07T23:38:56+01:00,American Hustle,tt1800241,,,43.83586,7.87679,Stremio,,
2022-01-09T18:03:27+01:00,The Big Short,tt1596363,,,43.83586,7.87679,torrent,,
2022-01-12T11:44:23+01:00,S.W.A.T.,tt16449530,5,10,43.83586,7.87679,Stremio,,
2022-01-12T15:16:20+01:00,Eternals,tt9032400,,,43.83586,7.87679,torrent,,
2022-01-12T17:31:23+01:00,Crazy Rich Asians,tt3104988,,,43.83586,7.87679,torrent,,
2022-01-14T18:03:39+01:00,Lucifer,tt4052886,1,*,43.83586,7.87679,torrent,,
2022-01-14T18:03:39+01:00,Lucifer,tt4052886,2,*,43.83586,7.87679,torrent,,
2022-01-15T10:12:04+01:00,The Internet’s Own Boy: The Story of Aaron Swartz,tt3268458,,,43.83586,7.87679,torrent,,
2022-01-18T23:03:31+01:00,Pleasure,tt8550054,,,43.83586,7.87679,torrent,,
2022-01-19T00:50:21+01:00,Miss Congeniality,tt0212346,,,43.83586,7.87679,torrent,,
2022-01-21T17:55:15+01:00,Avengers: Infinity War,tt4154756,,,43.8364311110596,7.87671671610131,torrent,rewatch,
2022-01-21T22:38:05+01:00,Tre Piani,tt9110904,,,43.8365621273231,7.87668441829182,torrent,con mamma e papà,
2022-01-22T21:43:35+01:00,Lost,tt0411008,5,5,43.837780259256,7.88183374557596,torrent,,
2022-01-22T21:43:35+01:00,Lost,tt0411008,5,6,43.837780259256,7.88183374557596,torrent,,
2022-01-22T21:43:35+01:00,Lost,tt0411008,5,7,43.837780259256,7.88183374557596,torrent,,
2022-01-22T21:43:35+01:00,Lost,tt0411008,5,8,43.837780259256,7.88183374557596,torrent,,
2022-01-22T21:43:35+01:00,Lost,tt0411008,5,9,43.837780259256,7.88183374557596,torrent,,
2022-03-20T00:07:59+01:00,The Internship,tt2234155,,,45.43888401272768,12.12274631659596,Netflix da Maria Pizzati,Da Maria Pizzati,
2022-03-26T20:16:40+01:00,Inside,tt14544192,,,40.40699916282144,-3.672368442686289,Netflix in Alice’s room,"while with Alice. Huge, huge anxiety about anything and everything.",
